2026-03-11 19:02:43,106 INFO:     127.0.0.1:59797 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:02:43,120 INFO:     127.0.0.1:51847 - "WebSocket /ws/realtime" [accepted]
2026-03-11 19:02:43,127 INFO:     connection open
2026-03-11 19:02:43,130 INFO:     127.0.0.1:59797 - "GET /api/license/status HTTP/1.1" 200 OK
2026-03-11 19:02:43,131 INFO:     127.0.0.1:64756 - "GET /api/system/logs?limit=20 HTTP/1.1" 200 OK
2026-03-11 19:02:43,136 INFO:     127.0.0.1:57041 - "GET /api/system/preflight HTTP/1.1" 200 OK
2026-03-11 19:02:57,921 INFO:     127.0.0.1:63318 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:02:58,740 INFO:     127.0.0.1:63318 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:05:53,091 INFO:     connection closed
2026-03-11 19:05:53,332 INFO:     No UI clients for 0s, shutting down app process
2026-03-11 19:08:56,015 INFO:     Started server process [43216]
2026-03-11 19:08:56,016 INFO:     Waiting for application startup.
2026-03-11 19:08:56,017 INFO:     Application startup complete.
2026-03-11 19:08:56,018 INFO:     Uvicorn running on http://127.0.0.1:8787 (Press CTRL+C to quit)
2026-03-11 19:08:57,222 INFO:     127.0.0.1:50596 - "GET / HTTP/1.1" 200 OK
2026-03-11 19:08:57,257 INFO:     127.0.0.1:50596 - "GET /ui/styles.css?v=20260311-7 HTTP/1.1" 304 Not Modified
2026-03-11 19:08:57,285 INFO:     127.0.0.1:50596 - "GET /ui/app.js?v=20260311-7 HTTP/1.1" 200 OK
2026-03-11 19:08:57,364 INFO:     127.0.0.1:50596 - "GET /api/accounts HTTP/1.1" 200 OK
2026-03-11 19:08:58,093 INFO:     127.0.0.1:50596 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:08:58,102 INFO:     127.0.0.1:62427 - "WebSocket /ws/realtime" [accepted]
2026-03-11 19:08:58,106 INFO:     connection open
2026-03-11 19:08:58,115 INFO:     127.0.0.1:63480 - "GET /api/system/logs?limit=20 HTTP/1.1" 200 OK
2026-03-11 19:08:58,117 INFO:     127.0.0.1:50596 - "GET /api/license/status HTTP/1.1" 200 OK
2026-03-11 19:08:58,122 INFO:     127.0.0.1:59883 - "GET /api/system/preflight HTTP/1.1" 200 OK
2026-03-11 19:09:00,923 INFO:     127.0.0.1:59883 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:09:01,544 INFO:     127.0.0.1:59883 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:09:07,402 INFO:     127.0.0.1:60965 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:09:08,065 INFO:     127.0.0.1:60965 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 19:09:18,596 INFO:     connection closed
2026-03-11 19:09:19,277 INFO:     No UI clients for 0s, shutting down app process
